Customer ID,Customer Name,Segment,Category,Sub-Category,Sales
HW-14935,Helen Wasserman,Corporate,Technology,Phones,215.968
HW-14935,Helen Wasserman,Corporate,Office Supplies,Appliances,355.32
MC-18130,Mike Caudle,Corporate,Office Supplies,Paper,12.96
GM-14440,Gary McGarr,Consumer,Furniture,Furnishings,18.28
RA-19915,Russell Applegate,Consumer,Office Supplies,Art,43.176
RA-19915,Russell Applegate,Consumer,Technology,Phones,1983.968
AA-10375,Allen Armold,Consumer,Furniture,Furnishings,28.4
AA-10375,Allen Armold,Consumer,Technology,Accessories,149.97
ZC-21910,Zuschuss Carroll,Consumer,Office Supplies,Art,11.52
ZC-21910,Zuschuss Carroll,Consumer,Furniture,Tables,1298.55
ZC-21910,Zuschuss Carroll,Consumer,Office Supplies,Appliances,213.92
ZC-21910,Zuschuss Carroll,Consumer,Technology,Accessories,25.78
PJ-19015,Pauline Johnson,Consumer,Furniture,Furnishings,18.28
PJ-19015,Pauline Johnson,Consumer,Technology,Accessories,1399.93
BW-11110,Bart Watters,Corporate,Office Supplies,Paper,51.84
DB-13210,Dean Braden,Consumer,Office Supplies,Paper,5.344
CA-12775,Cynthia Arntzen,Consumer,Office Supplies,Paper,41.472
CA-12775,Cynthia Arntzen,Consumer,Office Supplies,Binders,3.168
CA-12775,Cynthia Arntzen,Consumer,Furniture,Chairs,1228.465
CA-12775,Cynthia Arntzen,Consumer,Office Supplies,Binders,31.086
CA-12775,Cynthia Arntzen,Consumer,Office Supplies,Paper,335.52
TR-21325,Toby Ritter,Consumer,Technology,Accessories,239.97
TR-21325,Toby Ritter,Consumer,Office Supplies,Labels,9.82
PG-18820,Patrick Gardner,Consumer,Technology,Accessories,67.8
PG-18820,Patrick Gardner,Consumer,Technology,Accessories,167.97
GT-14710,Greg Tran,Consumer,Office Supplies,Fasteners,35
GT-14710,Greg Tran,Consumer,Office Supplies,Supplies,37.24
GT-14710,Greg Tran,Consumer,Office Supplies,Envelopes,15.28
JE-15745,Joel Eaton,Consumer,Furniture,Chairs,301.96
JE-15745,Joel Eaton,Consumer,Office Supplies,Appliances,180.66
JE-15745,Joel Eaton,Consumer,Technology,Phones,191.98
JE-15745,Joel Eaton,Consumer,Technology,Phones,65.99
JB-15400,Jennifer Braxton,Corporate,Office Supplies,Art,35.216
JB-15400,Jennifer Braxton,Corporate,Office Supplies,Appliances,23.696
JB-15400,Jennifer Braxton,Corporate,Technology,Machines,265.475
LH-17020,Lisa Hazard,Consumer,Office Supplies,Binders,51.184
JL-15175,James Lanier,Home Office,Office Supplies,Paper,9.664
EB-13705,Ed Braxton,Corporate,Technology,Phones,21.072
BM-11650,Brian Moss,Corporate,Office Supplies,Art,60.45
BM-11650,Brian Moss,Corporate,Office Supplies,Art,11.52
BM-11650,Brian Moss,Corporate,Furniture,Bookcases,186.048
EM-14095,Eudokia Martin,Corporate,Office Supplies,Binders,37.44
EM-14095,Eudokia Martin,Corporate,Office Supplies,Binders,26.976
EM-14095,Eudokia Martin,Corporate,Office Supplies,Supplies,11.36
EM-14095,Eudokia Martin,Corporate,Office Supplies,Labels,14.62
AF-10885,Art Foster,Consumer,Technology,Phones,83.72
AF-10885,Art Foster,Consumer,Furniture,Chairs,287.94
GA-14725,Guy Armstrong,Consumer,Furniture,Furnishings,48.896
CK-12760,Cyma Kinney,Corporate,Technology,Accessories,115.36
DP-13105,Dave Poirier,Corporate,Office Supplies,Art,5.16
DP-13105,Dave Poirier,Corporate,Office Supplies,Paper,38.88
VD-21670,Valerie Dominguez,Consumer,Office Supplies,Art,185.88
GT-14710,Greg Tran,Consumer,Furniture,Furnishings,44.46
GT-14710,Greg Tran,Consumer,Office Supplies,Storage,242.94
BK-11260,Berenike Kampe,Consumer,Office Supplies,Paper,39.96
BK-11260,Berenike Kampe,Consumer,Office Supplies,Supplies,102.3
BK-11260,Berenike Kampe,Consumer,Office Supplies,Storage,21.36
SJ-20125,Sanjit Jacobs,Home Office,Office Supplies,Paper,7.61
SJ-20125,Sanjit Jacobs,Home Office,Office Supplies,Fasteners,7.16
CM-12445,Chuck Magee,Consumer,Office Supplies,Supplies,7.36
CM-12445,Chuck Magee,Consumer,Office Supplies,Art,23.1
AJ-10795,Anthony Johnson,Corporate,Technology,Accessories,191.472
AJ-10795,Anthony Johnson,Corporate,Office Supplies,Art,5.248
AJ-10795,Anthony Johnson,Corporate,Technology,Phones,59.184
AJ-10780,Anthony Jacobs,Corporate,Office Supplies,Labels,2.89
AJ-10780,Anthony Jacobs,Corporate,Furniture,Furnishings,51.94
LS-16945,Linda Southworth,Corporate,Office Supplies,Labels,15.936
GP-14740,Guy Phonely,Corporate,Office Supplies,Binders,44.91
PK-18910,Paul Knutson,Home Office,Office Supplies,Binders,1141.47
PK-18910,Paul Knutson,Home Office,Technology,Phones,280.782
TB-21520,Tracy Blumstein,Consumer,Office Supplies,Paper,34.44
SM-20005,Sally Matthias,Consumer,Office Supplies,Paper,11.36
SM-20005,Sally Matthias,Consumer,Office Supplies,Binders,106.344
GA-14725,Guy Armstrong,Consumer,Office Supplies,Paper,192.16
CC-12430,Chuck Clark,Home Office,Furniture,Furnishings,322.59
CC-12430,Chuck Clark,Home Office,Technology,Accessories,29.99
CC-12430,Chuck Clark,Home Office,Technology,Accessories,371.97
AG-10765,Anthony Garverick,Home Office,Office Supplies,Binders,5.892
HP-14815,Harold Pawlan,Home Office,Office Supplies,Binders,68.472
HP-14815,Harold Pawlan,Home Office,Furniture,Chairs,1242.9
DK-13090,Dave Kipp,Consumer,Office Supplies,Storage,30.84
GZ-14470,Gary Zandusky,Consumer,Office Supplies,Art,13.48
PM-19135,Peter McVee,Home Office,Furniture,Furnishings,31.4
LL-16840,Lauren Leatherbury,Consumer,Furniture,Furnishings,17.46
JS-15595,Jill Stevenson,Corporate,Office Supplies,Binders,13.944
OT-18730,Olvera Toch,Consumer,Office Supplies,Storage,83.76
EL-13735,Ed Ludwig,Home Office,Office Supplies,Binders,37.66
CK-12760,Cyma Kinney,Corporate,Office Supplies,Paper,34.68
JE-15475,Jeremy Ellison,Consumer,Technology,Accessories,149.95
JE-15475,Jeremy Ellison,Consumer,Office Supplies,Binders,51.312
TH-21550,Tracy Hopkins,Home Office,Office Supplies,Paper,4.54
TH-21550,Tracy Hopkins,Home Office,Office Supplies,Art,15.92
TH-21550,Tracy Hopkins,Home Office,Technology,Phones,543.92
PC-18745,Pamela Coakley,Corporate,Office Supplies,Storage,155.82
PC-18745,Pamela Coakley,Corporate,Office Supplies,Binders,70.008
HL-15040,Hunter Lopez,Consumer,Office Supplies,Envelopes,15.648
MS-17365,Maribeth Schnelling,Consumer,Office Supplies,Labels,103.6
GB-14530,George Bell,Corporate,Office Supplies,Paper,46.96
JR-16210,Justin Ritter,Corporate,Office Supplies,Binders,8.904
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Labels,10.44
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Binders,18.336
DB-13060,Dave Brooks,Consumer,Technology,Phones,323.976
LC-17140,Logan Currie,Consumer,Office Supplies,Paper,20.04
LC-17140,Logan Currie,Consumer,Office Supplies,Storage,64.96
LC-17140,Logan Currie,Consumer,Office Supplies,Paper,12.96
PO-18865,Patrick O'Donnell,Consumer,Furniture,Bookcases,323.136
PO-18865,Patrick O'Donnell,Consumer,Technology,Phones,90.93
PO-18865,Patrick O'Donnell,Consumer,Office Supplies,Binders,52.776
BE-11335,Bill Eplett,Home Office,Technology,Phones,1199.8
BE-11335,Bill Eplett,Home Office,Technology,Accessories,1928.78
BE-11335,Bill Eplett,Home Office,Office Supplies,Storage,352.38
SC-20050,Sample Company A,Home Office,Furniture,Furnishings,22.2
BM-11650,Brian Moss,Corporate,Furniture,Furnishings,46.94
BM-11650,Brian Moss,Corporate,Technology,Accessories,143.73
KL-16555,Kelly Lampkin,Corporate,Furniture,Tables,99.918
KL-16555,Kelly Lampkin,Corporate,Furniture,Chairs,797.944
KL-16555,Kelly Lampkin,Corporate,Office Supplies,Binders,8.568
RW-19630,Rob Williams,Corporate,Office Supplies,Envelopes,149.352
RW-19630,Rob Williams,Corporate,Office Supplies,Storage,12.992
RC-19825,Roy Collins,Consumer,Office Supplies,Storage,24.56
SE-20110,Sanjit Engle,Consumer,Technology,Accessories,85.14
SE-20110,Sanjit Engle,Consumer,Technology,Phones,21.99
SE-20110,Sanjit Engle,Consumer,Office Supplies,Appliances,406.6
AH-10075,Adam Hart,Corporate,Office Supplies,Binders,841.568
JM-15535,Jessica Myrick,Consumer,Office Supplies,Paper,15.552
JM-15535,Jessica Myrick,Consumer,Technology,Accessories,252
JJ-15760,Joel Jenkins,Home Office,Office Supplies,Art,46.2
JJ-15760,Joel Jenkins,Home Office,Office Supplies,Appliances,28.84
AB-10165,Alan Barnes,Consumer,Office Supplies,Art,14.592
AB-10165,Alan Barnes,Consumer,Office Supplies,Art,89.856
AB-10165,Alan Barnes,Consumer,Office Supplies,Paper,13.872
RK-19300,Ralph Kennedy,Consumer,Office Supplies,Paper,12.192
CG-12040,Catherine Glotzbach,Home Office,Office Supplies,Paper,45.056
CG-12040,Catherine Glotzbach,Home Office,Office Supplies,Binders,29.718
CG-12040,Catherine Glotzbach,Home Office,Office Supplies,Paper,15.552
CG-12040,Catherine Glotzbach,Home Office,Office Supplies,Appliances,447.696
RA-19885,Ruben Ausman,Corporate,Technology,Accessories,159.99
RP-19270,Rachel Payne,Corporate,Office Supplies,Paper,12.96
RP-19270,Rachel Payne,Corporate,Office Supplies,Appliances,134.48
KC-16255,Karen Carlisle,Corporate,Office Supplies,Paper,17.12
RW-19630,Rob Williams,Corporate,Office Supplies,Binders,6.096
RW-19630,Rob Williams,Corporate,Furniture,Tables,1114.272
JL-15850,John Lucas,Consumer,Office Supplies,Paper,32.4
JL-15850,John Lucas,Consumer,Office Supplies,Storage,540.57
JL-15850,John Lucas,Consumer,Office Supplies,Binders,167.76
CA-12775,Cynthia Arntzen,Consumer,Furniture,Tables,393.165
RB-19795,Ross Baird,Home Office,Furniture,Furnishings,516.488
RB-19795,Ross Baird,Home Office,Furniture,Furnishings,1007.232
RB-19795,Ross Baird,Home Office,Furniture,Tables,2065.32
RB-19795,Ross Baird,Home Office,Office Supplies,Paper,15.552
RB-19795,Ross Baird,Home Office,Office Supplies,Paper,25.344
KH-16360,Katherine Hughes,Consumer,Furniture,Furnishings,25.472
GH-14665,Greg Hansen,Consumer,Office Supplies,Art,27.168
GH-14665,Greg Hansen,Consumer,Furniture,Bookcases,78.8528
SW-20275,Scott Williamson,Consumer,Office Supplies,Storage,173.8
JA-15970,Joseph Airdo,Consumer,Technology,Phones,29.592
JA-15970,Joseph Airdo,Consumer,Office Supplies,Binders,4.752
JA-15970,Joseph Airdo,Consumer,Office Supplies,Paper,15.552
DL-12925,Daniel Lacy,Consumer,Furniture,Furnishings,204.6
LW-16990,Lindsay Williams,Corporate,Furniture,Chairs,321.568
TB-21190,Thomas Brumley,Home Office,Office Supplies,Binders,6.24
CV-12805,Cynthia Voltz,Corporate,Office Supplies,Envelopes,21.88
MS-17365,Maribeth Schnelling,Consumer,Office Supplies,Labels,4.608
BS-11800,Bryan Spruell,Home Office,Office Supplies,Labels,9.82
BS-11800,Bryan Spruell,Home Office,Office Supplies,Art,35.97
BS-11800,Bryan Spruell,Home Office,Office Supplies,Paper,12.96
BS-11800,Bryan Spruell,Home Office,Office Supplies,Paper,191.6
BS-11800,Bryan Spruell,Home Office,Office Supplies,Labels,8.64
BS-11800,Bryan Spruell,Home Office,Office Supplies,Storage,501.81
DL-13315,Delfina Latchford,Consumer,Furniture,Furnishings,127.104
DL-13315,Delfina Latchford,Consumer,Technology,Phones,124.2
DL-13315,Delfina Latchford,Consumer,Office Supplies,Binders,18.588
DL-13315,Delfina Latchford,Consumer,Office Supplies,Labels,30.072
PO-19195,Phillina Ober,Home Office,Technology,Phones,160.93
PO-19195,Phillina Ober,Home Office,Office Supplies,Binders,75.792
TD-20995,Tamara Dahlen,Consumer,Office Supplies,Binders,1.08
BW-11110,Bart Watters,Corporate,Technology,Machines,3059.982
RW-19690,Robert Waldorf,Consumer,Office Supplies,Binders,3.282
KB-16600,Ken Brennan,Corporate,Office Supplies,Paper,34.02
EB-13870,Emily Burns,Consumer,Furniture,Chairs,599.292
TZ-21580,Tracy Zic,Consumer,Office Supplies,Art,3.392
TZ-21580,Tracy Zic,Consumer,Technology,Phones,559.984
TZ-21580,Tracy Zic,Consumer,Furniture,Chairs,603.92
AS-10630,Ann Steele,Home Office,Office Supplies,Labels,7.968
AS-10630,Ann Steele,Home Office,Office Supplies,Envelopes,27.968
AS-10630,Ann Steele,Home Office,Technology,Machines,336.51
TS-21340,Toby Swindell,Consumer,Office Supplies,Binders,1.112
JG-15805,John Grady,Corporate,Furniture,Furnishings,520.05
JG-15805,John Grady,Corporate,Office Supplies,Art,17.97
SL-20155,Sara Luxemburg,Home Office,Furniture,Chairs,1166.92
TS-21610,Troy Staebel,Consumer,Office Supplies,Binders,14.624
RF-19735,Roland Fjeld,Consumer,Office Supplies,Fasteners,10.23
RF-19735,Roland Fjeld,Consumer,Office Supplies,Paper,154.9
MW-18235,Mitch Willingham,Corporate,Office Supplies,Binders,2715.93
MW-18235,Mitch Willingham,Corporate,Technology,Phones,617.97
RD-19585,Rob Dowd,Consumer,Office Supplies,Envelopes,10.67
RD-19585,Rob Dowd,Consumer,Office Supplies,Storage,36.63
RD-19585,Rob Dowd,Consumer,Furniture,Furnishings,24.1
RD-19585,Rob Dowd,Consumer,Furniture,Furnishings,33.11
FM-14290,Frank Merwin,Home Office,Office Supplies,Art,44.02
RH-19495,Rick Hansen,Consumer,Technology,Accessories,2309.65
RH-19495,Rick Hansen,Consumer,Furniture,Tables,1090.782
RH-19495,Rick Hansen,Consumer,Office Supplies,Paper,19.44
RA-19945,Ryan Akin,Consumer,Office Supplies,Storage,484.65
JK-15730,Joe Kamberova,Consumer,Office Supplies,Paper,115.296
MT-17815,Meg Tillman,Consumer,Office Supplies,Envelopes,7.08
MT-17815,Meg Tillman,Consumer,Office Supplies,Binders,4.401
PO-18850,Patrick O'Brill,Consumer,Office Supplies,Paper,44.75
AT-10735,Annie Thurman,Consumer,Technology,Phones,95.984
VG-21790,Vivek Gonzalez,Consumer,Furniture,Furnishings,151.72
PF-19165,Philip Fox,Consumer,Furniture,Furnishings,155.25
PF-19165,Philip Fox,Consumer,Office Supplies,Storage,14.03
JS-15880,John Stevenson,Consumer,Furniture,Tables,1618.37
JS-15880,John Stevenson,Consumer,Technology,Accessories,99.6
MO-17800,Meg O'Connel,Home Office,Office Supplies,Paper,32.4
KM-16225,Kalyca Meade,Corporate,Furniture,Furnishings,13.96
KM-16225,Kalyca Meade,Corporate,Furniture,Furnishings,155.82
KM-16225,Kalyca Meade,Corporate,Technology,Phones,124.95
KM-16225,Kalyca Meade,Corporate,Office Supplies,Storage,601.65
GT-14710,Greg Tran,Consumer,Office Supplies,Art,22.74
GT-14710,Greg Tran,Consumer,Furniture,Chairs,1267.53
GT-14710,Greg Tran,Consumer,Technology,Machines,1379.92
PB-19150,Philip Brown,Consumer,Office Supplies,Envelopes,6.208
HR-14770,Hallie Redmond,Home Office,Office Supplies,Binders,11.808
DE-13255,Deanra Eno,Home Office,Office Supplies,Paper,15.552
DE-13255,Deanra Eno,Home Office,Office Supplies,Paper,63.312
DE-13255,Deanra Eno,Home Office,Technology,Phones,15.588
LA-16780,Laura Armstrong,Corporate,Office Supplies,Paper,177.2
LA-16780,Laura Armstrong,Corporate,Technology,Phones,197.97
LA-16780,Laura Armstrong,Corporate,Furniture,Chairs,854.94
LA-16780,Laura Armstrong,Corporate,Furniture,Furnishings,124.11
LA-16780,Laura Armstrong,Corporate,Office Supplies,Labels,14.4
AG-10390,Allen Goldenen,Consumer,Office Supplies,Paper,15.696
AG-10390,Allen Goldenen,Consumer,Office Supplies,Binders,2.628
AG-10390,Allen Goldenen,Consumer,Office Supplies,Binders,14.427
EL-13735,Ed Ludwig,Home Office,Furniture,Furnishings,86.62
JJ-15445,Jennifer Jackson,Consumer,Office Supplies,Binders,36.624
JH-15430,Jennifer Halladay,Consumer,Office Supplies,Art,23.968
JH-15430,Jennifer Halladay,Consumer,Office Supplies,Art,28.728
RD-19660,Robert Dilbeck,Home Office,Furniture,Tables,697.16
MO-17500,Mary O'Rourke,Consumer,Technology,Accessories,31.86
MO-17500,Mary O'Rourke,Consumer,Furniture,Bookcases,722.352
NS-18640,Noel Staavos,Corporate,Office Supplies,Art,8.84
NS-18640,Noel Staavos,Corporate,Office Supplies,Appliances,58.464
SN-20710,Steve Nguyen,Home Office,Furniture,Chairs,254.604
ZC-21910,Zuschuss Carroll,Consumer,Technology,Phones,1363.96
ZC-21910,Zuschuss Carroll,Consumer,Furniture,Furnishings,102.36
LC-16885,Lena Creighton,Consumer,Technology,Phones,1113.504
LC-16885,Lena Creighton,Consumer,Technology,Accessories,99.99
DG-13300,Deirdre Greer,Corporate,Furniture,Furnishings,168.464
DG-13300,Deirdre Greer,Corporate,Office Supplies,Paper,6.72
DG-13300,Deirdre Greer,Corporate,Furniture,Furnishings,282.888
NF-18595,Nicole Fjeld,Home Office,Office Supplies,Art,11.16
NF-18595,Nicole Fjeld,Home Office,Furniture,Furnishings,108.4
NF-18595,Nicole Fjeld,Home Office,Office Supplies,Binders,82.344
NF-18595,Nicole Fjeld,Home Office,Office Supplies,Binders,9.088
BP-11185,Ben Peterman,Corporate,Office Supplies,Binders,19.936
BP-11185,Ben Peterman,Corporate,Office Supplies,Binders,65.568
MG-17650,Matthew Grinstein,Home Office,Office Supplies,Fasteners,4.416
JD-16060,Julia Dunbar,Consumer,Furniture,Chairs,107.772
TS-21160,Theresa Swint,Corporate,Office Supplies,Appliances,45.216
TS-21160,Theresa Swint,Corporate,Office Supplies,Fasteners,10.416
TS-21160,Theresa Swint,Corporate,Office Supplies,Art,7.872
TS-21160,Theresa Swint,Corporate,Technology,Phones,118.782
TS-21160,Theresa Swint,Corporate,Office Supplies,Fasteners,1.448
TS-21160,Theresa Swint,Corporate,Office Supplies,Binders,55.47
BD-11620,Brian DeCherney,Consumer,Furniture,Chairs,194.848
CM-12160,Charles McCrossin,Consumer,Office Supplies,Supplies,1.744
RB-19795,Ross Baird,Home Office,Office Supplies,Binders,25.176
SN-20560,Skye Norling,Home Office,Office Supplies,Art,19.46
EH-14005,Erica Hernandez,Home Office,Office Supplies,Paper,29.472
FO-14305,Frank Olsen,Consumer,Office Supplies,Binders,8.64
MS-17710,Maurice Satty,Consumer,Office Supplies,Binders,6.27
MS-17710,Maurice Satty,Consumer,Office Supplies,Binders,4.368
MS-17710,Maurice Satty,Consumer,Technology,Accessories,31.984
CC-12100,Chad Cunningham,Home Office,Office Supplies,Art,40.88
DW-13540,Don Weiss,Consumer,Office Supplies,Appliances,119.96
DW-13540,Don Weiss,Consumer,Office Supplies,Storage,31.44
DW-13540,Don Weiss,Consumer,Office Supplies,Binders,6.88
BT-11395,Bill Tyler,Corporate,Office Supplies,Paper,19.92
BT-11395,Bill Tyler,Corporate,Furniture,Chairs,1106.91
KD-16270,Karen Daniels,Consumer,Furniture,Tables,836.592
KD-16270,Karen Daniels,Consumer,Office Supplies,Paper,26.38
KD-16270,Karen Daniels,Consumer,Office Supplies,Storage,362.92
KD-16270,Karen Daniels,Consumer,Technology,Machines,4899.93
LC-16870,Lena Cacioppo,Consumer,Office Supplies,Paper,6.48
CY-12745,Craig Yedwab,Corporate,Technology,Phones,71.976
CY-12745,Craig Yedwab,Corporate,Office Supplies,Labels,3.15
LW-16990,Lindsay Williams,Corporate,Furniture,Furnishings,31.984
LW-16990,Lindsay Williams,Corporate,Technology,Phones,71.984
NP-18325,Naresj Patel,Consumer,Office Supplies,Art,120.15
NP-18325,Naresj Patel,Consumer,Technology,Phones,219.184
BT-11485,Brad Thomas,Home Office,Office Supplies,Paper,28.9
BT-11485,Brad Thomas,Home Office,Office Supplies,Appliances,355.96
PS-19045,Penelope Sewall,Home Office,Office Supplies,Storage,348.208
PS-19045,Penelope Sewall,Home Office,Office Supplies,Binders,35.784
NS-18640,Noel Staavos,Corporate,Furniture,Tables,447.84
PV-18985,Paul Van Hugh,Home Office,Office Supplies,Art,7.04
PV-18985,Paul Van Hugh,Home Office,Furniture,Furnishings,8.73
PV-18985,Paul Van Hugh,Home Office,Technology,Accessories,29.29
PV-18985,Paul Van Hugh,Home Office,Office Supplies,Art,8.64
RP-19390,Resi Pölking,Consumer,Office Supplies,Binders,2.694
RP-19390,Resi Pölking,Consumer,Office Supplies,Binders,2.934
NM-18520,Neoma Murray,Consumer,Office Supplies,Paper,22.92
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Storage,100.704
EH-13945,Eric Hoffmann,Consumer,Furniture,Furnishings,2.328
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Binders,10.78
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Fasteners,58.368
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Envelopes,40.968
EH-13945,Eric Hoffmann,Consumer,Technology,Phones,71.96
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Paper,10.368
EH-13945,Eric Hoffmann,Consumer,Office Supplies,Binders,1.192
RA-19915,Russell Applegate,Consumer,Office Supplies,Binders,46.672
RA-19915,Russell Applegate,Consumer,Furniture,Bookcases,119.833
RA-19915,Russell Applegate,Consumer,Technology,Accessories,119.98
DL-13495,Dionis Lloyd,Corporate,Office Supplies,Labels,6.3
CS-12355,Christine Sundaresam,Consumer,Office Supplies,Paper,279.9
CS-12355,Christine Sundaresam,Consumer,Technology,Accessories,619.95
CS-12355,Christine Sundaresam,Consumer,Office Supplies,Paper,4.36
CS-12355,Christine Sundaresam,Consumer,Office Supplies,Envelopes,15.28
HL-15040,Hunter Lopez,Consumer,Technology,Phones,699.93
HL-15040,Hunter Lopez,Consumer,Office Supplies,Art,22.96
HL-15040,Hunter Lopez,Consumer,Furniture,Furnishings,38.6
HL-15040,Hunter Lopez,Consumer,Office Supplies,Art,6.63
HL-15040,Hunter Lopez,Consumer,Office Supplies,Envelopes,23.34
HL-15040,Hunter Lopez,Consumer,Furniture,Chairs,1067.94
PA-19060,Pete Armstrong,Home Office,Office Supplies,Art,10.16
PA-19060,Pete Armstrong,Home Office,Office Supplies,Envelopes,101.88
BD-11605,Brian Dahlen,Consumer,Furniture,Tables,343.92
BD-11605,Brian Dahlen,Consumer,Office Supplies,Paper,40.99
BD-11605,Brian Dahlen,Consumer,Office Supplies,Envelopes,63.9
GG-14650,Greg Guthrie,Corporate,Office Supplies,Paper,19.44
JS-15940,Joni Sundaresam,Home Office,Office Supplies,Storage,124.608
JS-15940,Joni Sundaresam,Home Office,Office Supplies,Labels,7.56
LR-16915,Lena Radford,Consumer,Office Supplies,Storage,85.224
FH-14275,Frank Hawley,Corporate,Office Supplies,Envelopes,287.52
FH-14275,Frank Hawley,Corporate,Office Supplies,Appliances,37.68
FH-14275,Frank Hawley,Corporate,Office Supplies,Paper,19.98
FH-14275,Frank Hawley,Corporate,Office Supplies,Art,20.58
FH-14275,Frank Hawley,Corporate,Office Supplies,Binders,17.38
AP-10915,Arthur Prichep,Consumer,Furniture,Furnishings,204.6
AP-10915,Arthur Prichep,Consumer,Office Supplies,Fasteners,8.72
AP-10915,Arthur Prichep,Consumer,Office Supplies,Paper,6.48
AP-10915,Arthur Prichep,Consumer,Technology,Machines,686.32
AP-10915,Arthur Prichep,Consumer,Office Supplies,Storage,62.18
NC-18340,Nat Carroll,Consumer,Office Supplies,Appliances,644.076
NC-18340,Nat Carroll,Consumer,Office Supplies,Fasteners,5.84
NC-18340,Nat Carroll,Consumer,Office Supplies,Binders,12.76
NC-18340,Nat Carroll,Consumer,Technology,Phones,10.95
NC-18340,Nat Carroll,Consumer,Technology,Copiers,599.98
CB-12535,Claudia Bergmann,Corporate,Furniture,Furnishings,8.352
KL-16555,Kelly Lampkin,Corporate,Office Supplies,Art,3.64
KL-16555,Kelly Lampkin,Corporate,Office Supplies,Binders,159.768
PS-19045,Penelope Sewall,Home Office,Office Supplies,Storage,122.48
PS-19045,Penelope Sewall,Home Office,Furniture,Tables,2244.48
PS-19045,Penelope Sewall,Home Office,Office Supplies,Binders,62.31
PS-19045,Penelope Sewall,Home Office,Furniture,Tables,455.1
GB-14530,George Bell,Corporate,Furniture,Chairs,195.184
AA-10315,Alex Avila,Consumer,Office Supplies,Appliances,362.94
AA-10315,Alex Avila,Consumer,Office Supplies,Binders,11.54
LT-16765,Larry Tron,Consumer,Office Supplies,Art,53.94
AP-10720,Anne Pryor,Home Office,Technology,Phones,9.99
AP-10720,Anne Pryor,Home Office,Office Supplies,Binders,125.76
AP-10720,Anne Pryor,Home Office,Office Supplies,Binders,25.32
PM-18940,Paul MacIntyre,Consumer,Office Supplies,Binders,46.8
KC-16540,Kelly Collister,Consumer,Technology,Accessories,447.93
DL-13315,Delfina Latchford,Consumer,Furniture,Furnishings,109.48
DL-13315,Delfina Latchford,Consumer,Office Supplies,Storage,272.94
DL-13315,Delfina Latchford,Consumer,Office Supplies,Paper,19.44
DL-13315,Delfina Latchford,Consumer,Office Supplies,Storage,31.92
SW-20275,Scott Williamson,Consumer,Office Supplies,Paper,22.38
AA-10375,Allen Armold,Consumer,Office Supplies,Binders,16.52
LT-17110,Liz Thompson,Consumer,Office Supplies,Binders,5.176
DP-13105,Dave Poirier,Corporate,Office Supplies,Binders,50.112
AB-10060,Adam Bellavance,Home Office,Office Supplies,Supplies,27.93
AT-10435,Alyssa Tate,Home Office,Office Supplies,Labels,11.56
JE-15745,Joel Eaton,Consumer,Furniture,Chairs,172.5
JE-15745,Joel Eaton,Consumer,Technology,Phones,179.97
CA-12055,Cathy Armstrong,Home Office,Technology,Accessories,258.696
DB-13060,Dave Brooks,Consumer,Technology,Phones,1322.93
DB-13060,Dave Brooks,Consumer,Office Supplies,Art,3.76
RB-19570,Rob Beeghly,Consumer,Office Supplies,Envelopes,21.744
RB-19570,Rob Beeghly,Consumer,Technology,Phones,7.92
HR-14830,Harold Ryan,Corporate,Office Supplies,Binders,12.096
HR-14830,Harold Ryan,Corporate,Office Supplies,Storage,485.88
HR-14830,Harold Ryan,Corporate,Office Supplies,Paper,25.92
HR-14830,Harold Ryan,Corporate,Office Supplies,Storage,197.58
BT-11530,Bradley Talbott,Home Office,Office Supplies,Appliances,81.92
BT-11530,Bradley Talbott,Home Office,Technology,Phones,889.536
BT-11530,Bradley Talbott,Home Office,Furniture,Chairs,892.224
BT-11530,Bradley Talbott,Home Office,Office Supplies,Paper,223.92
BT-11530,Bradley Talbott,Home Office,Office Supplies,Paper,23.12
NG-18355,Nat Gilpin,Corporate,Office Supplies,Paper,15.552
NG-18355,Nat Gilpin,Corporate,Furniture,Furnishings,15.712
NG-18355,Nat Gilpin,Corporate,Office Supplies,Storage,24.672
NG-18355,Nat Gilpin,Corporate,Furniture,Furnishings,55.968
ZC-21910,Zuschuss Carroll,Consumer,Technology,Accessories,431.928
ZC-21910,Zuschuss Carroll,Consumer,Furniture,Chairs,95.984
ZC-21910,Zuschuss Carroll,Consumer,Office Supplies,Binders,1088.792
LS-16945,Linda Southworth,Corporate,Furniture,Chairs,544.008
LS-16945,Linda Southworth,Corporate,Office Supplies,Binders,1.872
LS-16945,Linda Southworth,Corporate,Furniture,Chairs,854.352
LS-16945,Linda Southworth,Corporate,Office Supplies,Storage,593.568
LS-16945,Linda Southworth,Corporate,Office Supplies,Storage,338.04
LH-16750,Larry Hughes,Consumer,Technology,Phones,271.96
SW-20755,Steven Ward,Corporate,Office Supplies,Storage,11.21
SW-20755,Steven Ward,Corporate,Office Supplies,Binders,9.144
